X,Y,tree_density
43.02191419627124,-81.29375040007494,351
43.02236869358023,-81.29375040007494,254
43.02282319088924,-81.29375040007494,285
43.023277688198235,-81.29375040007494,257
43.02373218550724,-81.29375040007494,234
43.024186682816236,-81.29375040007494,309
43.02464118012524,-81.29375040007494,280
43.02509567743424,-81.29375040007494,237
43.02555017474324,-81.29375040007494,236
43.02600467205224,-81.29375040007494,220
43.02645916936123,-81.29375040007494,214
43.02691366667024,-81.29375040007494,234
43.02736816397923,-81.29375040007494,243
43.02782266128824,-81.29375040007494,183
43.028277158597234,-81.29375040007494,206
43.02873165590624,-81.29375040007494,276
43.029186153215235,-81.29375040007494,250
43.00691578507424,-81.29192622919496,335
43.007370282383235,-81.29192622919496,230
43.00782477969224,-81.29192622919496,202
43.008279277001236,-81.29192622919496,172
43.008733774310244,-81.29192622919496,164
43.00918827161924,-81.29192622919496,203
43.00964276892823,-81.29192622919496,126
43.01009726623724,-81.29192622919496,268
43.01055176354623,-81.29192622919496,186
43.01100626085524,-81.29192622919496,217
43.01146075816423,-81.29192622919496,210
43.01191525547324,-81.29192622919496,253
43.012369752782234,-81.29192622919496,199
43.01282425009124,-81.29192622919496,249
43.013278747400236,-81.29192622919496,238
43.01373324470924,-81.29192622919496,187
43.01418774201824,-81.29192622919496,142
43.01464223932724,-81.29192622919496,172
43.01509673663624,-81.29192622919496,189
43.01555123394523,-81.29192622919496,92
43.01600573125424,-81.29192622919496,116
43.01646022856323,-81.29192622919496,129
43.01691472587224,-81.29192622919496,203
43.017369223181234,-81.29192622919496,338
43.01782372049024,-81.29192622919496,353
43.018278217799235,-81.29192622919496,331
43.01873271510824,-81.29192622919496,372
43.019187212417236,-81.29192622919496,354
43.019641709726244,-81.29192622919496,304
43.02009620703524,-81.29192622919496,247
43.02055070434423,-81.29192622919496,263
43.02100520165324,-81.29192622919496,306
43.02145969896223,-81.29192622919496,316
43.02191419627124,-81.29192622919496,351
43.02236869358023,-81.29192622919496,254
43.02282319088924,-81.29192622919496,285
43.023277688198235,-81.29192622919496,257
43.02373218550724,-81.29192622919496,234
43.024186682816236,-81.29192622919496,309
43.02464118012524,-81.29192622919496,280
43.02509567743424,-81.29192622919496,237
43.02555017474324,-81.29192622919496,236
43.02600467205224,-81.29192622919496,220
43.02645916936123,-81.29192622919496,214
43.02691366667024,-81.29192622919496,234
43.02736816397923,-81.29192622919496,243
43.02782266128824,-81.29192622919496,183
43.028277158597234,-81.29192622919496,206
43.02873165590624,-81.29192622919496,276
43.029186153215235,-81.29192622919496,250
43.00691578507424,-81.29010205831494,335
43.007370282383235,-81.29010205831494,230
43.00782477969224,-81.29010205831494,202
43.008279277001236,-81.29010205831494,172
43.008733774310244,-81.29010205831494,164
43.00918827161924,-81.29010205831494,203
43.00964276892823,-81.29010205831494,126
43.01009726623724,-81.29010205831494,268
43.01055176354623,-81.29010205831494,186
43.01100626085524,-81.29010205831494,217
43.01146075816423,-81.29010205831494,210
43.01191525547324,-81.29010205831494,253
43.012369752782234,-81.29010205831494,199
43.01282425009124,-81.29010205831494,249
43.013278747400236,-81.29010205831494,238
43.01373324470924,-81.29010205831494,187
43.01418774201824,-81.29010205831494,142
43.01464223932724,-81.29010205831494,172
43.01509673663624,-81.29010205831494,189
43.01555123394523,-81.29010205831494,92
43.01600573125424,-81.29010205831494,116
43.01646022856323,-81.29010205831494,129
43.01691472587224,-81.29010205831494,203
43.017369223181234,-81.29010205831494,338
43.01782372049024,-81.29010205831494,353
43.018278217799235,-81.29010205831494,331
43.01873271510824,-81.29010205831494,372
43.019187212417236,-81.29010205831494,354
43.019641709726244,-81.29010205831494,304
43.02009620703524,-81.29010205831494,247
43.02055070434423,-81.29010205831494,263
43.02100520165324,-81.29010205831494,306
43.02145969896223,-81.29010205831494,316
43.02191419627124,-81.29010205831494,351
43.02236869358023,-81.29010205831494,254
43.02282319088924,-81.29010205831494,285
43.023277688198235,-81.29010205831494,257
43.02373218550724,-81.29010205831494,234
43.024186682816236,-81.29010205831494,309
43.02464118012524,-81.29010205831494,280
43.02509567743424,-81.29010205831494,237
43.02555017474324,-81.29010205831494,236
43.02600467205224,-81.29010205831494,220
43.02645916936123,-81.29010205831494,214
43.02691366667024,-81.29010205831494,234
43.02736816397923,-81.29010205831494,243
43.02782266128824,-81.29010205831494,183
43.028277158597234,-81.29010205831494,206
43.02873165590624,-81.29010205831494,276
43.029186153215235,-81.29010205831494,250
43.00691578507424,-81.28827788743493,335
43.007370282383235,-81.28827788743493,230
43.00782477969224,-81.28827788743493,202
43.008279277001236,-81.28827788743493,172
43.008733774310244,-81.28827788743493,164
43.00918827161924,-81.28827788743493,203
43.00964276892823,-81.28827788743493,126
43.01009726623724,-81.28827788743493,268
43.01055176354623,-81.28827788743493,186
43.01100626085524,-81.28827788743493,217
43.01146075816423,-81.28827788743493,210
43.01191525547324,-81.28827788743493,253
43.012369752782234,-81.28827788743493,199
43.01282425009124,-81.28827788743493,249
43.013278747400236,-81.28827788743493,238
43.01373324470924,-81.28827788743493,187
43.01418774201824,-81.28827788743493,142
43.01464223932724,-81.28827788743493,172
43.01509673663624,-81.28827788743493,189
43.01555123394523,-81.28827788743493,92
43.01600573125424,-81.28827788743493,116
43.01646022856323,-81.28827788743493,129
43.01691472587224,-81.28827788743493,203
43.017369223181234,-81.28827788743493,338
43.01782372049024,-81.28827788743493,353
43.018278217799235,-81.28827788743493,331
43.01873271510824,-81.28827788743493,372
43.019187212417236,-81.28827788743493,354
43.019641709726244,-81.28827788743493,304
43.02009620703524,-81.28827788743493,247
43.02055070434423,-81.28827788743493,263
43.02100520165324,-81.28827788743493,306
43.02145969896223,-81.28827788743493,316
43.02191419627124,-81.28827788743493,351
43.02236869358023,-81.28827788743493,254
43.02282319088924,-81.28827788743493,285
43.023277688198235,-81.28827788743493,257
43.02373218550724,-81.28827788743493,234
43.024186682816236,-81.28827788743493,309
43.02464118012524,-81.28827788743493,280
43.02509567743424,-81.28827788743493,237
43.02555017474324,-81.28827788743493,236
43.02600467205224,-81.28827788743493,220
43.02645916936123,-81.28827788743493,214
43.02691366667024,-81.28827788743493,234
43.02736816397923,-81.28827788743493,243
43.02782266128824,-81.28827788743493,183
43.028277158597234,-81.28827788743493,206
43.02873165590624,-81.28827788743493,276
43.029186153215235,-81.28827788743493,250
43.00691578507424,-81.28645371655495,335
43.007370282383235,-81.28645371655495,230
43.00782477969224,-81.28645371655495,202
43.008279277001236,-81.28645371655495,172
43.008733774310244,-81.28645371655495,164
43.00918827161924,-81.28645371655495,203
43.00964276892823,-81.28645371655495,126
43.01009726623724,-81.28645371655495,268
43.01055176354623,-81.28645371655495,186
43.01100626085524,-81.28645371655495,217
43.01146075816423,-81.28645371655495,210
43.01191525547324,-81.28645371655495,253
43.012369752782234,-81.28645371655495,199
43.01282425009124,-81.28645371655495,249
43.013278747400236,-81.28645371655495,238
43.01373324470924,-81.28645371655495,187
43.01418774201824,-81.28645371655495,142
43.01464223932724,-81.28645371655495,172
43.01509673663624,-81.28645371655495,189
43.01555123394523,-81.28645371655495,92
43.01600573125424,-81.28645371655495,116
43.01646022856323,-81.28645371655495,129
43.01691472587224,-81.28645371655495,203
43.017369223181234,-81.28645371655495,338
43.01782372049024,-81.28645371655495,353
43.018278217799235,-81.28645371655495,331
43.01873271510824,-81.28645371655495,372
43.019187212417236,-81.28645371655495,354
43.019641709726244,-81.28645371655495,304
43.02009620703524,-81.28645371655495,247
43.02055070434423,-81.28645371655495,263
43.02100520165324,-81.28645371655495,306
43.02145969896223,-81.28645371655495,316
43.02191419627124,-81.28645371655495,351
43.02236869358023,-81.28645371655495,254
43.02282319088924,-81.28645371655495,285
43.023277688198235,-81.28645371655495,257
43.02373218550724,-81.28645371655495,234
43.024186682816236,-81.28645371655495,309
43.02464118012524,-81.28645371655495,280
43.02509567743424,-81.28645371655495,237
43.02555017474324,-81.28645371655495,236
43.02600467205224,-81.28645371655495,220
43.02645916936123,-81.28645371655495,214
43.02691366667024,-81.28645371655495,234
43.02736816397923,-81.28645371655495,243
43.02782266128824,-81.28645371655495,183
43.028277158597234,-81.28645371655495,206
43.02873165590624,-81.28645371655495,276
43.029186153215235,-81.28645371655495,250
43.00691578507424,-81.28462954567493,335
43.007370282383235,-81.28462954567493,230
43.00782477969224,-81.28462954567493,202
43.008279277001236,-81.28462954567493,172
43.008733774310244,-81.28462954567493,164
43.00918827161924,-81.28462954567493,203
43.00964276892823,-81.28462954567493,126
43.01009726623724,-81.28462954567493,268
43.01055176354623,-81.28462954567493,186
43.01100626085524,-81.28462954567493,217
43.01146075816423,-81.28462954567493,210
43.01191525547324,-81.28462954567493,253
43.012369752782234,-81.28462954567493,199
43.01282425009124,-81.28462954567493,249
43.013278747400236,-81.28462954567493,238
43.01373324470924,-81.28462954567493,187
43.01418774201824,-81.28462954567493,142
43.01464223932724,-81.28462954567493,172
43.01509673663624,-81.28462954567493,189
43.01555123394523,-81.28462954567493,92
43.01600573125424,-81.28462954567493,116
43.01646022856323,-81.28462954567493,129
43.01691472587224,-81.28462954567493,203
43.017369223181234,-81.28462954567493,338
43.01782372049024,-81.28462954567493,353
43.018278217799235,-81.28462954567493,331
43.01873271510824,-81.28462954567493,372
43.019187212417236,-81.28462954567493,354
43.019641709726244,-81.28462954567493,304
43.02009620703524,-81.28462954567493,247
43.02055070434423,-81.28462954567493,263
43.02100520165324,-81.28462954567493,306
43.02145969896223,-81.28462954567493,316
43.02191419627124,-81.28462954567493,351
43.02236869358023,-81.28462954567493,254
43.02282319088924,-81.28462954567493,285
43.023277688198235,-81.28462954567493,257
43.02373218550724,-81.28462954567493,234
43.024186682816236,-81.28462954567493,309
43.02464118012524,-81.28462954567493,280
43.02509567743424,-81.28462954567493,237
43.02555017474324,-81.28462954567493,236
43.02600467205224,-81.28462954567493,220
43.02645916936123,-81.28462954567493,214
43.02691366667024,-81.28462954567493,234
43.02736816397923,-81.28462954567493,243
43.02782266128824,-81.28462954567493,183
43.028277158597234,-81.28462954567493,206
43.02873165590624,-81.28462954567493,276
43.029186153215235,-81.28462954567493,250
43.00691578507424,-81.28280537479495,335
43.007370282383235,-81.28280537479495,230
43.00782477969224,-81.28280537479495,202
43.008279277001236,-81.28280537479495,172
43.008733774310244,-81.28280537479495,164
43.00918827161924,-81.28280537479495,203
43.00964276892823,-81.28280537479495,126
43.01009726623724,-81.28280537479495,268
43.01055176354623,-81.28280537479495,186
43.01100626085524,-81.28280537479495,217
43.01146075816423,-81.28280537479495,210
43.01191525547324,-81.28280537479495,253
43.012369752782234,-81.28280537479495,199
43.01282425009124,-81.28280537479495,249
43.013278747400236,-81.28280537479495,238
43.01373324470924,-81.28280537479495,187
43.01418774201824,-81.28280537479495,142
43.01464223932724,-81.28280537479495,172
43.01509673663624,-81.28280537479495,189
43.01555123394523,-81.28280537479495,92
43.01600573125424,-81.28280537479495,116
43.01646022856323,-81.28280537479495,129
43.01691472587224,-81.28280537479495,203
43.017369223181234,-81.28280537479495,338
43.01782372049024,-81.28280537479495,353
43.018278217799235,-81.28280537479495,331
43.01873271510824,-81.28280537479495,372
43.019187212417236,-81.28280537479495,354
43.019641709726244,-81.28280537479495,304
43.02009620703524,-81.28280537479495,247
43.02055070434423,-81.28280537479495,263
43.02100520165324,-81.28280537479495,306
43.02145969896223,-81.28280537479495,316
43.02191419627124,-81.28280537479495,351
43.02236869358023,-81.28280537479495,254
43.02282319088924,-81.28280537479495,285
43.023277688198235,-81.28280537479495,257
43.02373218550724,-81.28280537479495,234
43.024186682816236,-81.28280537479495,309
43.02464118012524,-81.28280537479495,280
43.02509567743424,-81.28280537479495,237
43.02555017474324,-81.28280537479495,236
43.02600467205224,-81.28280537479495,220
43.02645916936123,-81.28280537479495,214
43.02691366667024,-81.28280537479495,234
43.02736816397923,-81.28280537479495,243
43.02782266128824,-81.28280537479495,183
43.028277158597234,-81.28280537479495,206
43.02873165590624,-81.28280537479495,276
43.029186153215235,-81.28280537479495,250
43.00691578507424,-81.28098120391493,335
43.007370282383235,-81.28098120391493,230
43.00782477969224,-81.28098120391493,202
43.008279277001236,-81.28098120391493,172
43.008733774310244,-81.28098120391493,164
43.00918827161924,-81.28098120391493,203
43.00964276892823,-81.28098120391493,126
43.01009726623724,-81.28098120391493,268
43.01055176354623,-81.28098120391493,186
43.01100626085524,-81.28098120391493,217
43.01146075816423,-81.28098120391493,210
43.01191525547324,-81.28098120391493,253
43.012369752782234,-81.28098120391493,199
43.01282425009124,-81.28098120391493,249
43.013278747400236,-81.28098120391493,238
43.01373324470924,-81.28098120391493,187
43.01418774201824,-81.28098120391493,142
43.01464223932724,-81.28098120391493,172
43.01509673663624,-81.28098120391493,189
43.01555123394523,-81.28098120391493,92
43.01600573125424,-81.28098120391493,116
43.01646022856323,-81.28098120391493,129
43.01691472587224,-81.28098120391493,203
43.017369223181234,-81.28098120391493,338
43.01782372049024,-81.28098120391493,353
43.018278217799235,-81.28098120391493,331
43.01873271510824,-81.28098120391493,372
43.019187212417236,-81.28098120391493,354
43.019641709726244,-81.28098120391493,304
43.02009620703524,-81.28098120391493,247
43.02055070434423,-81.28098120391493,263
43.02100520165324,-81.28098120391493,306
43.02145969896223,-81.28098120391493,316
43.02191419627124,-81.28098120391493,351
43.02236869358023,-81.28098120391493,254
43.02282319088924,-81.28098120391493,285
43.023277688198235,-81.28098120391493,257
43.02373218550724,-81.28098120391493,234
43.024186682816236,-81.28098120391493,309
43.02464118012524,-81.28098120391493,280
43.02509567743424,-81.28098120391493,237
43.02555017474324,-81.28098120391493,236
43.02600467205224,-81.28098120391493,220
43.02645916936123,-81.28098120391493,214
43.02691366667024,-81.28098120391493,234
43.02736816397923,-81.28098120391493,243
43.02782266128824,-81.28098120391493,183
43.028277158597234,-81.28098120391493,206
43.02873165590624,-81.28098120391493,276
43.029186153215235,-81.28098120391493,250
43.00691578507424,-81.27915703303495,335
43.007370282383235,-81.27915703303495,230
43.00782477969224,-81.27915703303495,202
43.008279277001236,-81.27915703303495,172
43.008733774310244,-81.27915703303495,164
43.00918827161924,-81.27915703303495,203
43.00964276892823,-81.27915703303495,126
43.01009726623724,-81.27915703303495,268
43.01055176354623,-81.27915703303495,186
43.01100626085524,-81.27915703303495,217
43.01146075816423,-81.27915703303495,210
43.01191525547324,-81.27915703303495,253
43.012369752782234,-81.27915703303495,199
43.01282425009124,-81.27915703303495,249
43.013278747400236,-81.27915703303495,238
43.01373324470924,-81.27915703303495,187
43.01418774201824,-81.27915703303495,142
43.01464223932724,-81.27915703303495,172
43.01509673663624,-81.27915703303495,189
43.01555123394523,-81.27915703303495,92
43.01600573125424,-81.27915703303495,116
43.01646022856323,-81.27915703303495,129
43.01691472587224,-81.27915703303495,203
43.017369223181234,-81.27915703303495,338
43.01782372049024,-81.27915703303495,353
43.018278217799235,-81.27915703303495,331
43.01873271510824,-81.27915703303495,372
43.019187212417236,-81.27915703303495,354
43.019641709726244,-81.27915703303495,304
43.02009620703524,-81.27915703303495,247
43.02055070434423,-81.27915703303495,263
43.02100520165324,-81.27915703303495,306
43.02145969896223,-81.27915703303495,316
43.02191419627124,-81.27915703303495,351
43.02236869358023,-81.27915703303495,254
43.02282319088924,-81.27915703303495,285
43.023277688198235,-81.27915703303495,257
43.02373218550724,-81.27915703303495,234
43.024186682816236,-81.27915703303495,309
43.02464118012524,-81.27915703303495,280
43.02509567743424,-81.27915703303495,237
43.02555017474324,-81.27915703303495,236
43.02600467205224,-81.27915703303495,220
43.02645916936123,-81.27915703303495,214
43.02691366667024,-81.27915703303495,234
43.02736816397923,-81.27915703303495,243
43.02782266128824,-81.27915703303495,183
43.028277158597234,-81.27915703303495,206
43.02873165590624,-81.27915703303495,276
43.029186153215235,-81.27915703303495,250
43.00691578507424,-81.27733286215494,335
43.007370282383235,-81.27733286215494,230
43.00782477969224,-81.27733286215494,202
43.008279277001236,-81.27733286215494,172
43.008733774310244,-81.27733286215494,164
43.00918827161924,-81.27733286215494,203
43.00964276892823,-81.27733286215494,126
43.01009726623724,-81.27733286215494,268
43.01055176354623,-81.27733286215494,186
43.01100626085524,-81.27733286215494,217
43.01146075816423,-81.27733286215494,210
43.01191525547324,-81.27733286215494,253
43.012369752782234,-81.27733286215494,199
43.01282425009124,-81.27733286215494,249
43.013278747400236,-81.27733286215494,238
43.01373324470924,-81.27733286215494,187
43.01418774201824,-81.27733286215494,142
43.01464223932724,-81.27733286215494,172
43.01509673663624,-81.27733286215494,189
43.01555123394523,-81.27733286215494,92
43.01600573125424,-81.27733286215494,116
43.01646022856323,-81.27733286215494,129
43.01691472587224,-81.27733286215494,203
43.017369223181234,-81.27733286215494,338
43.01782372049024,-81.27733286215494,353
43.018278217799235,-81.27733286215494,331
43.01873271510824,-81.27733286215494,372
43.019187212417236,-81.27733286215494,354
43.019641709726244,-81.27733286215494,304
43.02009620703524,-81.27733286215494,247
43.02055070434423,-81.27733286215494,263
43.02100520165324,-81.27733286215494,306
43.02145969896223,-81.27733286215494,316
43.02191419627124,-81.27733286215494,351
43.02236869358023,-81.27733286215494,254
